comment,label,cleaned_text
ජාතික ගුවන් සේවාවේ කජු හොඳ නැත්නම් ජනාධිපති හැටිය ඒ දේ කියලා හදාගන්නවා මිසක් බංකොලොත් වෙලා තියෙන බිසිනස් එකටත් තවත් කෙළවන්න හදන්නේ එක වහලම දාන්න වෙන්න ඇති. #පිස්සු_මෛත්‍රී,normal,ජාතික ගුවන් සේවාවේ කජු හොඳ නැත්නම් ජනාධිපති හැටිය ඒ දේ කියලා හදාගන්නවා මිසක් බංකොලොත් වෙලා තියෙන බිසිනස් එකටත් තවත් කෙළවන්න හදන්නේ එක වහලම දාන්න වෙන්න ඇති. #පිස්සු_මෛත්‍රී
ඒකනෙ. රෙද්ද අතඇරල පොටෝ ගහල එවන්ඩ දැම්ම,normal,ඒකනෙ. රෙද්ද අතඇරල පොටෝ ගහල එවන්ඩ දැම්ම
රෙද්ද ගෙදර කාමරේට නම් අච එකක් හයිකර ගන්නවා,normal,රෙද්ද ගෙදර කාමරේට නම් අච එකක් හයිකර ගන්නවා
", හෙන ගාර්ඩ් එකක් ගන්නවෙයිනෙ දැන්. අයියො සල්ලි",normal,", හෙන ගාර්ඩ් එකක් ගන්නවෙයිනෙ දැන්. අයියො සල්ලි"
"පලවෙනි ෆෝන්එක ලැබෙන්න අවුරුද්දකට විතර කලින් සිම් එකක් ගත්තා සිම් එක අරගෙන නිකන් හිටියේ නෑ නම්බරෙත් වට්ටෙටම දුන්නා ඒ නම්බරේට කතාකරපු උන් හම්බෙද්දි කියපි ""යකෝ තෝ දුන්නු නම්බරේ වැඩ කරන්නෙ නෑ කියලා"" මම:ආහ්.. ෆෝන් එක ඕෆ් වෙලා තියෙන්ඩ ඇති බන්. (පත්‍තරේ නොකිආ ෆෝන් බලන කාලේ)",normal,"පලවෙනි ෆෝන්එක ලැබෙන්න අවුරුද්දකට විතර කලින් සිම් එකක් ගත්තා සිම් එක අරගෙන නිකන් හිටියේ නෑ නම්බරෙත් වට්ටෙටම දුන්නා ඒ නම්බරේට කතාකරපු උන් හම්බෙද්දි කියපි ""යකෝ තෝ දුන්නු නම්බරේ වැඩ කරන්නෙ නෑ කියලා"" මම:ආහ්.. ෆෝන් එක ඕෆ් වෙලා තියෙන්ඩ ඇති බන්. (පත්‍තරේ නොකිආ ෆෝන් බලන කාලේ)"
National පෙඔප්ලේස් Movement - න්ප්ම් සතුටින් සැහැල්ලුවෙන් ඉන්න පුලුවන් රටක් ඇති කරන්න පුලුවන්! දේශපාලකයන්ගෙන් හෙම්බත් වුණු මහජනතාවගේ නැගී සිටීම; උර්ල් උර්ල් ජූලි 01 දා සවස 2.30 ට කොළඹ නව නගර ශාලාවට ඔබත් එන්න! සෝභිතාවතාර / සොබිතවතර /06/25,normal,National පෙඔප්ලේස් Movement - න්ප්ම් සතුටින් සැහැල්ලුවෙන් ඉන්න පුලුවන් රටක් ඇති කරන්න පුලුවන්! දේශපාලකයන්ගෙන් හෙම්බත් වුණු මහජනතාවගේ නැගී සිටීම; උර්ල් උර්ල් ජූලි 01 දා සවස 2.30 ට කොළඹ නව නගර ශාලාවට ඔබත් එන්න! සෝභිතාවතාර / සොබිතවතර /06/25
ශීට් ගානට මගීන් අරන් යනවා කියලා බස් ගාස්තු වැඩි කරලා බස් එක ෆුල් වෙන්න පුරෝගෙන මගීන් අරන් යන එක නම් කැත වැඩේ හොඳේ.,normal,ශීට් ගානට මගීන් අරන් යනවා කියලා බස් ගාස්තු වැඩි කරලා බස් එක ෆුල් වෙන්න පුරෝගෙන මගීන් අරන් යන එක නම් කැත වැඩේ හොඳේ.
අද මෙහේට විදුලි කප්පාදුවක්.. හෙන ගහන්න අවිව.. තැමිබෙනවා ඉවරයක් නැ.. වෙනදාට ගං වතුර එන්න වහිනවා..අද වෙලාවට එකත් නැ.. ⁣ඒ වුනාට උදේ කාළගුණේට බස්නාහිර පළාතට වහිනවා කිවා..ම්හු තාම නැ.. එළි බහිද්දි වහින්නත් එපා දෙයියෝ..,normal,අද මෙහේට විදුලි කප්පාදුවක්.. හෙන ගහන්න අවිව.. තැමිබෙනවා ඉවරයක් නැ.. වෙනදාට ගං වතුර එන්න වහිනවා..අද වෙලාවට එකත් නැ.. ⁣ඒ වුනාට උදේ කාළගුණේට බස්නාහිර පළාතට වහිනවා කිවා..ම්හු තාම නැ.. එළි බහිද්දි වහින්නත් එපා දෙයියෝ..
ඇති අය හය හතර දිනකට එක බැගින් දමා විසික් කරද්දී..... අවුරුදු ගනන් පට්ට ගැහුව සෙරෙප්පු දෙක තරම් මටනම් කොහෙද ගති...,normal,ඇති අය හය හතර දිනකට එක බැගින් දමා විසික් කරද්දී..... අවුරුදු ගනන් පට්ට ගැහුව සෙරෙප්පු දෙක තරම් මටනම් කොහෙද ගති...
මොකක්ද යකෝ මේ හිනාවට බඩත් එක්ක රිදෙනවා උර්ල් උර්ල්,normal,මොකක්ද යකෝ මේ හිනාවට බඩත් එක්ක රිදෙනවා උර්ල් උර්ල්
සිරිසේනගේ කාලේ ඵචෙබූක් Temporary block කරල ආතල් දුන්නා තමයි. එත් නන්දසේන දෙන්නේ සැරම ආතල්. සමාජ ජාල පරිශීලකයෝ register කරනවලු. යකෝ අපි මෙව්ව පාවිච්චි කරන්නේ register වෙලා. Register නොවි මෙව්වගේ account open කරන්න බෑ.,normal,සිරිසේනගේ කාලේ ඵචෙබූක් Temporary block කරල ආතල් දුන්නා තමයි. එත් නන්දසේන දෙන්නේ සැරම ආතල්. සමාජ ජාල පරිශීලකයෝ register කරනවලු. යකෝ අපි මෙව්ව පාවිච්චි කරන්නේ register වෙලා. Register නොවි මෙව්වගේ account open කරන්න බෑ.
පෝන් එකත් පිස්සු කෙලිනවා එපා වෙලා ඉන්නෙ,normal,පෝන් එකත් පිස්සු කෙලිනවා එපා වෙලා ඉන්නෙ
මෝඩ ප්‍රශ්න වලට මෝඩ පිළිතුරු තමයි ලැබෙන්නේ.,normal,මෝඩ ප්‍රශ්න වලට මෝඩ පිළිතුරු තමයි ලැබෙන්නේ.
ඔව් එහේ ක්ලෑස් එකක් නේද.. අම්මෝ මචං ඒ බස්... අපි තංගල්ලේ බ්‍රෝ කියලා හැම තැනම ගහලා. තව එකක තිබ්බා අහස අහිමි අහිංසකාවිය කියලා. තඩි ස්පොයිලර් එකක් ගහලා.මොක්ද්ද ඓර්ලිනේ කියලා. අම්මෝ,normal,ඔව් එහේ ක්ලෑස් එකක් නේද.. අම්මෝ මචං ඒ බස්... අපි තංගල්ලේ බ්‍රෝ කියලා හැම තැනම ගහලා. තව එකක තිබ්බා අහස අහිමි අහිංසකාවිය කියලා. තඩි ස්පොයිලර් එකක් ගහලා.මොක්ද්ද ඓර්ලිනේ කියලා. අම්මෝ
පිස්සු හැදෙනවා. අදනේ දන්නෙ Digital ට්‍රෙන්ඩ්ස් · 19 ජුල 2019 Did you know you can suck උප electricity with අ syringe?,normal,පිස්සු හැදෙනවා. අදනේ දන්නෙ Digital ට්‍රෙන්ඩ්ස් · 19 ජුල 2019 Did you know you can suck උප electricity with අ syringe?
ඔහුගෙන් අහන ප්‍රශ්න අදාල නැති ඒවා. බොම්බ හදනවා කියයි කියලා හිතුවද ?,normal,ඔහුගෙන් අහන ප්‍රශ්න අදාල නැති ඒවා. බොම්බ හදනවා කියයි කියලා හිතුවද ?
ඉසාමාට පිස්සු නේද.. 1,normal,ඉසාමාට පිස්සු නේද.. 1
"නෑ... නෑ... මම රනිල්, ආ....ඛිල.... , මං...ගල, සා....ගල වගේ නෙමෙයි.",normal,"නෑ... නෑ... මම රනිල්, ආ....ඛිල.... , මං...ගල, සා....ගල වගේ නෙමෙයි."
ඒක පට්ට ගණන් ඕයි. එකක් 50ක්ද කොහෙද. නිකම් අහස් කූරක් 10යි. නිකං අහස්කූරු 5ක් ගන්න පුලුවන් අරවා එකක් ගද්දි. රුපියල් 20 ක් දීලා විසිල් එකක් අරන් නිකං අහස්කූරු පත්තු කරලා විසිල් එක පිම්බත් ලාබයි යකෝ. මධුශංක · 12 අප‍ 2019 අලුත් එක හූ............ඩෝං twitter.com/_Devendara_/st…,normal,ඒක පට්ට ගණන් ඕයි. එකක් 50ක්ද කොහෙද. නිකම් අහස් කූරක් 10යි. නිකං අහස්කූරු 5ක් ගන්න පුලුවන් අරවා එකක් ගද්දි. රුපියල් 20 ක් දීලා විසිල් එකක් අරන් නිකං අහස්කූරු පත්තු කරලා විසිල් එක පිම්බත් ලාබයි යකෝ. මධුශංක · 12 අප‍ 2019 අලුත් එක හූ............ඩෝං twitter.com/_Devendara_/st…
දක්‍ෂ කාර්යශූර මට මඩ ගහනවා.. මේ රටේ දේශපාලනය හරිම නෝටියි.. අම්ම කිවුවා දේහපාලනයෙන් ඉවත් වෙන්න කියලා.. උර්ල්,normal,දක්‍ෂ කාර්යශූර මට මඩ ගහනවා.. මේ රටේ දේශපාලනය හරිම නෝටියි.. අම්ම කිවුවා දේහපාලනයෙන් ඉවත් වෙන්න කියලා.. උර්ල්
කෙල්ලන් යනු මල් කැඩීමට කොල්ලන් එන තුරු අපි සමග ඔන්ලයින් සිටින ජිවින් විසේසයකි බල්ලා ඒ අතින් හොදය..ඌ කන්න දැමූ පසු තේ වතුර බොනකොටත් අපි සමගය,normal,කෙල්ලන් යනු මල් කැඩීමට කොල්ලන් එන තුරු අපි සමග ඔන්ලයින් සිටින ජිවින් විසේසයකි බල්ලා ඒ අතින් හොදය..ඌ කන්න දැමූ පසු තේ වතුර බොනකොටත් අපි සමගය
#Loගොන්Answers Episode 3 තව විනාඩි 10 කිං. හැමෝම #රතුමකරාFM පැත්තට එන්න මගේ ගොන් කතා අහන්න.,normal,#Loගොන්Answers Episode 3 තව විනාඩි 10 කිං. හැමෝම #රතුමකරාFM පැත්තට එන්න මගේ ගොන් කතා අහන්න.
යන්තම් ඇගිලි දෙක දාල ෆෝන් එක එළියට ගත්ත. හිර ඩෙනිම නිසා හරි අමාරු උනා. ඕන්න දේසිකා ආයෙම කෑ ගහනවා. මම ෆෝන් එක දමාගෙන ඔබනව ඕන් කරගන්න. ඔන්න කැමරාව ඔන් කරපු ගමන් කැලේ පැත්තෙන් සද්දයක් ආව. මමත් බය වුනා එක පාරම...-8,normal,යන්තම් ඇගිලි දෙක දාල ෆෝන් එක එළියට ගත්ත. හිර ඩෙනිම නිසා හරි අමාරු උනා. ඕන්න දේසිකා ආයෙම කෑ ගහනවා. මම ෆෝන් එක දමාගෙන ඔබනව ඕන් කරගන්න. ඔන්න කැමරාව ඔන් කරපු ගමන් කැලේ පැත්තෙන් සද්දයක් ආව. මමත් බය වුනා එක පාරම...-8
මේක දැකපු වෙලේ කකා හිටපු කේක් කෑල්ල මොලොස්සෙ ගියා බන්.,normal,මේක දැකපු වෙලේ කකා හිටපු කේක් කෑල්ල මොලොස්සෙ ගියා බන්.
ඊයෙ අම්ම කියනදේ අහල පන්ති යන්නෙ නැතුව ගෙදර හිටියනම් හැප්පෙන්නෙ නෑනෙ,normal,ඊයෙ අම්ම කියනදේ අහල පන්ති යන්නෙ නැතුව ගෙදර හිටියනම් හැප්පෙන්නෙ නෑනෙ
මම දෙමළ උනා නම් කියල මම හිතුවම එහෙම හිතෙනවා.අනික අපි ප්‍රාන්ත ගොඩක් තියන ඉන්දියාවත් නෙමේ.පුංචි දූපතක ඉන්න මිනිස්සුන්ට සමානාත්මතාවය වගේ දෙයක් ලැබෙන්න සලස්වන්න මෙච්චර අමාරු ඇයි කියලත් හිතෙනවා.ජාතික ගීය දෙමළ නෙමේ ඕනෙ භාෂාවකින් කියන්න තිබුනා රට බෙදන්න ඕනෙ කියල යුද්ධයක් නොතිබුනානම්,normal,මම දෙමළ උනා නම් කියල මම හිතුවම එහෙම හිතෙනවා.අනික අපි ප්‍රාන්ත ගොඩක් තියන ඉන්දියාවත් නෙමේ.පුංචි දූපතක ඉන්න මිනිස්සුන්ට සමානාත්මතාවය වගේ දෙයක් ලැබෙන්න සලස්වන්න මෙච්චර අමාරු ඇයි කියලත් හිතෙනවා.ජාතික ගීය දෙමළ නෙමේ ඕනෙ භාෂාවකින් කියන්න තිබුනා රට බෙදන්න ඕනෙ කියල යුද්ධයක් නොතිබුනානම්
අම්ම බනිනවා ගුහාවෙන් එලියට වරෙන් කියල :3,normal,අම්ම බනිනවා ගුහාවෙන් එලියට වරෙන් කියල :3
"අම්ම කියන්නෙත් ගැහැණියක්,අම්ම,තාත්තගෙන්වත් උදව් නැතුව,තමන්ගෙ එක කුස උපන් අයත් බැරිවෙලාවෙ අහක බලපු,සල්ලි තිබුණ යාළුවො නෑදෑයොත් අහක බලපු සමහර මිනිස්සුන්ගෙ ජීවිත සාර්ථකත්වයට අරං ගිය ගැහැණුත් ඉන්නවා.කිසිම ලාබ ප්‍රයෝජනයක් බලාපොරොත්තු නොවී.",normal,"අම්ම කියන්නෙත් ගැහැණියක්,අම්ම,තාත්තගෙන්වත් උදව් නැතුව,තමන්ගෙ එක කුස උපන් අයත් බැරිවෙලාවෙ අහක බලපු,සල්ලි තිබුණ යාළුවො නෑදෑයොත් අහක බලපු සමහර මිනිස්සුන්ගෙ ජීවිත සාර්ථකත්වයට අරං ගිය ගැහැණුත් ඉන්නවා.කිසිම ලාබ ප්‍රයෝජනයක් බලාපොරොත්තු නොවී."
'හරියට ආණ්ඩු කළා නම් දිය පට්ට එනකම් ඇවිදින්නේ මොකද?': ශ්‍රී ලංකාවේ හිටපු නායකයින් නිසි පරිදි රට පාලනය කළේ නම්... උර්ල්,normal,'හරියට ආණ්ඩු කළා නම් දිය පට්ට එනකම් ඇවිදින්නේ මොකද?': ශ්‍රී ලංකාවේ හිටපු නායකයින් නිසි පරිදි රට පාලනය කළේ නම්... උර්ල්
අම්ම තාත්ත දීපුදෙයක් තමා.. අනික් වුන් එන්නෙ අපෙන් අරංයන්න,normal,අම්ම තාත්ත දීපුදෙයක් තමා.. අනික් වුන් එන්නෙ අපෙන් අරංයන්න
අම්ම බනිනව ජොබ් එකට ගිහිල්ල මං තව ටිකක් නරක් වෙලාලු කට හොඳ නැලු දැන්,normal,අම්ම බනිනව ජොබ් එකට ගිහිල්ල මං තව ටිකක් නරක් වෙලාලු කට හොඳ නැලු දැන්
සාමන්‍ය පෙළ කාලයේ අපි එක්ක පිස්සු නටපු අපේ සෙට් එක බුකියේ ඉන්නවානම් Comment කරපල්ලා ඒ කාලේ නටපු පිස්සු මතක්... උර්ල්,normal,සාමන්‍ය පෙළ කාලයේ අපි එක්ක පිස්සු නටපු අපේ සෙට් එක බුකියේ ඉන්නවානම් Comment කරපල්ලා ඒ කාලේ නටපු පිස්සු මතක්... උර්ල්
යකෝ! Sponsor කරලා නැති Company එකක් නෑනේ. අපිට තමා මුන්ට sponsorship එකක් දෙන්න බැරි. තියෙන තැනටම පුදන්න යනෝ.,normal,යකෝ! Sponsor කරලා නැති Company එකක් නෑනේ. අපිට තමා මුන්ට sponsorship එකක් දෙන්න බැරි. තියෙන තැනටම පුදන්න යනෝ.
මම නිව් ට්වීප් යකෝ :@ එකෙක් එන්නේ නෑ මම ඕල්ඩ් කියාගෙන,normal,මම නිව් ට්වීප් යකෝ :@ එකෙක් එන්නේ නෑ මම ඕල්ඩ් කියාගෙන
සැක් තෝ එහෙද,normal,සැක් තෝ එහෙද
ඊට වඩා ගොඩක් ලොකු දෙයක් දැක්කේ. ඒක පට්ට. චිකු චිකූ · 14 ජුන් 2020 මුලින්ම දැක්කේ සනුකවනම් රට් කරපන්,normal,ඊට වඩා ගොඩක් ලොකු දෙයක් දැක්කේ. ඒක පට්ට. චිකු චිකූ · 14 ජුන් 2020 මුලින්ම දැක්කේ සනුකවනම් රට් කරපන්
මාළු දැල් කෑල්ලක් තමයි හොයාගන්න අමාරු මේ දවස්වල,normal,මාළු දැල් කෑල්ලක් තමයි හොයාගන්න අමාරු මේ දවස්වල
පක්ෂ පාට පැත්තකින් තියලා බුද්දියෙන් නැවත වරක් සිතලා බලන්න මේ වගේ මෝඩ ගෑණුන්ව අපි පාර්ලිමෙන්තුවට යැවුවා නේද? කියලා... උර්ල්,normal,පක්ෂ පාට පැත්තකින් තියලා බුද්දියෙන් නැවත වරක් සිතලා බලන්න මේ වගේ මෝඩ ගෑණුන්ව අපි පාර්ලිමෙන්තුවට යැවුවා නේද? කියලා... උර්ල්
ලොව විශාලතම තනි කොරොන්ඩම් (Blue Sapphire) මැණික් ගල රත්නපුරයෙන් හමුවී තිබෙනවා. එහි බර කිලෝග්‍රෑම් 310ක් වන අතර එය නම් කර ඇත්තේ 'ආසියාවේ රැජින' නමින්ය.,normal,ලොව විශාලතම තනි කොරොන්ඩම් (Blue Sapphire) මැණික් ගල රත්නපුරයෙන් හමුවී තිබෙනවා. එහි බර කිලෝග්‍රෑම් 310ක් වන අතර එය නම් කර ඇත්තේ 'ආසියාවේ රැජින' නමින්ය.
කරුණාකරලා මම මේ තමුන්ට කියන්නේ. මම දන්න රසික කෙනෙකුත් නෑ. මට තමුන්ලාගේ ඔය ගොන් කතා අහලා එපා වෙලා. තමුන්ගේ මෝඩ ගතිය මෙතන ප්‍රදර්ශනය නොකර ඉන්න්වා නම් හොදයි.,normal,කරුණාකරලා මම මේ තමුන්ට කියන්නේ. මම දන්න රසික කෙනෙකුත් නෑ. මට තමුන්ලාගේ ඔය ගොන් කතා අහලා එපා වෙලා. තමුන්ගේ මෝඩ ගතිය මෙතන ප්‍රදර්ශනය නොකර ඉන්න්වා නම් හොදයි.
කොට කලිසමක් ඇඳගත් පුද්ගලයෙක් බාලිකා පාසලක් අසලදී කරපු කැත වැඩේ - හිරු Gossip උර්ල්,normal,කොට කලිසමක් ඇඳගත් පුද්ගලයෙක් බාලිකා පාසලක් අසලදී කරපු කැත වැඩේ - හිරු Gossip උර්ල්
අපිට ඉතින් හැමදාම පලයන් බස් පහතට තමයි..,normal,අපිට ඉතින් හැමදාම පලයන් බස් පහතට තමයි..
මිනිහට දීපන්. . නම විස්තර ලියන්න එපා. සල්ලි ටික අරගන්න. මිනිහ රිසිට් ඉල්ලන්නෙ නෑ.. මිනිහ අරන් එන්නෙ එක බෑග් එකයි. ඒක උඹ අරන් ඒ මිනිහව එක්කං එන්න කාමරේට. ඉතුරුහරිය මං බලා ගන්නන්. උඹට තේරෙනවනෙ බං. මේක අපේ ස්ටාෆ් එකේ උන් දාල කරන්න බෑ.. උන් මං ගැන වැරදියට හිතන්න පුලුවන්. ඒකයි උඹටම,normal,මිනිහට දීපන්. . නම විස්තර ලියන්න එපා. සල්ලි ටික අරගන්න. මිනිහ රිසිට් ඉල්ලන්නෙ නෑ.. මිනිහ අරන් එන්නෙ එක බෑග් එකයි. ඒක උඹ අරන් ඒ මිනිහව එක්කං එන්න කාමරේට. ඉතුරුහරිය මං බලා ගන්නන්. උඹට තේරෙනවනෙ බං. මේක අපේ ස්ටාෆ් එකේ උන් දාල කරන්න බෑ.. උන් මං ගැන වැරදියට හිතන්න පුලුවන්. ඒකයි උඹටම
"අම්ම කියන විදියට මාව නාස්ති කරන්නෙ තාත්ත, තාත්ත කියන විදියට මාව නාස්ති කරන්නෙ අම්ම, මේ මොකුත් නොදන්න අහිංසක මම",normal,"අම්ම කියන විදියට මාව නාස්ති කරන්නෙ තාත්ත, තාත්ත කියන විදියට මාව නාස්ති කරන්නෙ අම්ම, මේ මොකුත් නොදන්න අහිංසක මම"
"අපේ නව ආණ්ඩුවේ 113 ඉක්මවලා ඉවරයි; කරූට, සජිත්ට අගමැති කම ගන්න කියද්දී පස්ස ගැහුවා (වීඩියෝ) උර්ල්",normal,"අපේ නව ආණ්ඩුවේ 113 ඉක්මවලා ඉවරයි; කරූට, සජිත්ට අගමැති කම ගන්න කියද්දී පස්ස ගැහුවා (වීඩියෝ) උර්ල්"
"පෝය දවසෙ මගේ ගැන ඇත්තම ඇත්තක් කියන්න හිතුන. මට ලව් කරපු හැම කෙල්ලම අන්තිමට කිව්වෙ ""තමුසෙ මහ නයෙක්""",normal,"පෝය දවසෙ මගේ ගැන ඇත්තම ඇත්තක් කියන්න හිතුන. මට ලව් කරපු හැම කෙල්ලම අන්තිමට කිව්වෙ ""තමුසෙ මහ නයෙක්"""
කටින් විතරක් නෙවෙයි ඇඟෙනුත් සින්දු කියන පට්ට කොල්ලෙක් මෙන්න..!! උර්ල්,normal,කටින් විතරක් නෙවෙයි ඇඟෙනුත් සින්දු කියන පට්ට කොල්ලෙක් මෙන්න..!! උර්ල්
"බඩගින්නයි, රස්නෙයි තමයි ඉවසන්න අමාරු. :/",normal,"බඩගින්නයි, රස්නෙයි තමයි ඉවසන්න අමාරු. :/"
"අපි ගෙවපු ඒ අන්තිම පාස්කුවෙන් පස්සෙ උදාවුණ හැම රෑකම , ගෙවුණ හැම පැයකම , බයෙන් ගල්වුණු හිත් වල , කොටින්ම කොතැනක හෝ පිපුණ තරුවක උඹ උන්නා.. සිනාසීගෙන ඔව් උඹ උන්නා.. එඅස්තෙරත්තක්ක්ල්ක එඅස්තෙර්සුඬ්යත්තක්ක්ස්ල්ක",normal,"අපි ගෙවපු ඒ අන්තිම පාස්කුවෙන් පස්සෙ උදාවුණ හැම රෑකම , ගෙවුණ හැම පැයකම , බයෙන් ගල්වුණු හිත් වල , කොටින්ම කොතැනක හෝ පිපුණ තරුවක උඹ උන්නා.. සිනාසීගෙන ඔව් උඹ උන්නා.. එඅස්තෙරත්තක්ක්ල්ක එඅස්තෙර්සුඬ්යත්තක්ක්ස්ල්ක"
