comment,label,cleaned_text
පොල් ගෙඩියක් ඔලුවටම බතපෑ වුන පොරක් තාම ටුවීටර් එකේ පිස්සු කියව කියව ඉන්නවා. ඔවා මොනාද,offensive,පොල් ගෙඩියක් ඔලුවටම බතපෑ වුන පොරක් තාම ටුවීටර් එකේ පිස්සු කියව කියව ඉන්නවා. ඔවා මොනාද
මුන් ඉතින් ඉංග්‍රීසි හරක් කියන්නේ එකනේ. මුන්ට සිංහල භාශාවවත් ජාතිය ගැනවත් එහි ඉතිහාසය ගැනවත් කිසිදු දැනුමක් නැති පජාතියෝ. යකෝ කොටි 1 1/2 ඉන්න ජාතියේ උන් වෙනුවෙන් උන්ගේ භාෂාවෙන් ලියන එක ජාතිවාදීද ? Some chemical building බ්ලොච්ක්ස් මේකට සිංහලෙන් කියන්නේ ගඩොල් තමයි ශ්‍රීලංකා,offensive,මුන් ඉතින් ඉංග්‍රීසි හරක් කියන්නේ එකනේ. මුන්ට සිංහල භාශාවවත් ජාතිය ගැනවත් එහි ඉතිහාසය ගැනවත් කිසිදු දැනුමක් නැති පජාතියෝ. යකෝ කොටි 1 1/2 ඉන්න ජාතියේ උන් වෙනුවෙන් උන්ගේ භාෂාවෙන් ලියන එක ජාතිවාදීද ? Some chemical building බ්ලොච්ක්ස් මේකට සිංහලෙන් කියන්නේ ගඩොල් තමයි ශ්‍රීලංකා
චූටි ළමයට දෙන්න.පවු අම්ම.,offensive,චූටි ළමයට දෙන්න.පවු අම්ම.
නැට්ට ගහේ. මේ අයිසෙ ටවුසෙ එක්සෑම් මේ පාර ලියනවනන් පලයන් 2000 උන් ඔහොම්මයි,offensive,නැට්ට ගහේ. මේ අයිසෙ ටවුසෙ එක්සෑම් මේ පාර ලියනවනන් පලයන් 2000 උන් ඔහොම්මයි
මිටි උන් ඉන්නවා නේද ඕකුන් හෙන කපටියි......................,offensive,මිටි උන් ඉන්නවා නේද ඕකුන් හෙන කපටියි......................
මේ වගේ නාකි ලෙඩ්ඩු අගමැති උනානම් රටට දෙයියන්ගෙම පිහිටයි,offensive,මේ වගේ නාකි ලෙඩ්ඩු අගමැති උනානම් රටට දෙයියන්ගෙම පිහිටයි
ආවොත් තෝ කොමඩ් එකට දාල ෆරෂ් කරනවා,offensive,ආවොත් තෝ කොමඩ් එකට දාල ෆරෂ් කරනවා
"කියලා වඩක් නෑ, උන්ට වෙලාව කාගන්න තමයි මේක පාවිච්චි කරන්නෙ, වැඩෙ කියන්නෙ මේකෙ ඉන්න අනිත් වාහෙලත් රෙද්ද උස්සගෙන යනවනෙ උන්ව form කරන්න, ඉතින් අරුන්ට සෝමාලියාවට පාන් දැම්මා වගේ. උන්ව කලින් බල්ලෙක්වත් ගනන් ගත්තෙ නෑනෙ. Attention එක හම්බ උන ගමන් උන් ඉතින් ලොවෙත් නැති ගොන් කතා කියන්නෙ",offensive,"කියලා වඩක් නෑ, උන්ට වෙලාව කාගන්න තමයි මේක පාවිච්චි කරන්නෙ, වැඩෙ කියන්නෙ මේකෙ ඉන්න අනිත් වාහෙලත් රෙද්ද උස්සගෙන යනවනෙ උන්ව form කරන්න, ඉතින් අරුන්ට සෝමාලියාවට පාන් දැම්මා වගේ. උන්ව කලින් බල්ලෙක්වත් ගනන් ගත්තෙ නෑනෙ. Attention එක හම්බ උන ගමන් උන් ඉතින් ලොවෙත් නැති ගොන් කතා කියන්නෙ"
උගෙ ආතල් එක ගන්න දීලා පාඩුවෙ ඉඳපං බං.ඕවා කරුම.කලටිපොල් කැරැක්ටර්ස්නේ.අවොයිඩ් කරලා ඉන්න එක තමා හොඳම.නැත්තම් ලේ පිච්චෙන එකයි වෙන්නේ,offensive,උගෙ ආතල් එක ගන්න දීලා පාඩුවෙ ඉඳපං බං.ඕවා කරුම.කලටිපොල් කැරැක්ටර්ස්නේ.අවොයිඩ් කරලා ඉන්න එක තමා හොඳම.නැත්තම් ලේ පිච්චෙන එකයි වෙන්නේ
පුක දෙන්න කීයක් ගන්නවද,offensive,පුක දෙන්න කීයක් ගන්නවද
එයි එයි මොනවද ඔය කරන කැත වැඩෙ අනුන්ගෙ බැලුම් හොරකම් කරන එක හරිම කැත වැඩෙ රෙප්ලචාන්ය්වොර්ද්විත්බල්ලූන්,offensive,එයි එයි මොනවද ඔය කරන කැත වැඩෙ අනුන්ගෙ බැලුම් හොරකම් කරන එක හරිම කැත වැඩෙ රෙප්ලචාන්ය්වොර්ද්විත්බල්ලූන්
මොකද යකෝ උසි උසි ගාන්නෙ? බල්ලෝ කියල හිතුවද,offensive,මොකද යකෝ උසි උසි ගාන්නෙ? බල්ලෝ කියල හිතුවද
", අනෙ නිකම් පලයන් බන් යන්න",offensive,", අනෙ නිකම් පලයන් බන් යන්න"
ඊයෙ රෑ උල්කාපාත බලන්න ගිහින් අකරතැබ්බ කරගනිපු කට්ටිය නැද්ද? ඒ කිව්වෙ නිකම් උල්කාපාත බලන්න කියලා උඩබලාගෙන මිදුලේ යන්න ගිහින් ලිහල හිටපු බල්ල පෑගිලා බල්ලා කකුල කාපු වගේ... නෑ මේ නිකම් ඇහුවෙ,offensive,ඊයෙ රෑ උල්කාපාත බලන්න ගිහින් අකරතැබ්බ කරගනිපු කට්ටිය නැද්ද? ඒ කිව්වෙ නිකම් උල්කාපාත බලන්න කියලා උඩබලාගෙන මිදුලේ යන්න ගිහින් ලිහල හිටපු බල්ල පෑගිලා බල්ලා කකුල කාපු වගේ... නෑ මේ නිකම් ඇහුවෙ
"""මාලුව නහින්නෙ කට හින්දලු"" මෝඩ මට මේක තේරෙන්නෙනැති හැටි",offensive,"""මාලුව නහින්නෙ කට හින්දලු"" මෝඩ මට මේක තේරෙන්නෙනැති හැටි"
එකේ ගිහිල්ලත් ගොන් වලියක් ඇදගනියිද දන්නේ නෑ එක්ක,offensive,එකේ ගිහිල්ලත් ගොන් වලියක් ඇදගනියිද දන්නේ නෑ එක්ක
තෝ ගීත් නෙවෙ බයිලාවක්,offensive,තෝ ගීත් නෙවෙ බයිලාවක්
"මේ වෙන දේවල් බලාගෙන, තොපි උඩ බලන් හිටියොත්, අනාගතේ දවසක අපේ රටේ සිදුවීමට නියමිත සිදුවීමක්.. උර්ල්",offensive,"මේ වෙන දේවල් බලාගෙන, තොපි උඩ බලන් හිටියොත්, අනාගතේ දවසක අපේ රටේ සිදුවීමට නියමිත සිදුවීමක්.. උර්ල්"
දැන් ඔය රතිඤ්ඤා දාලා සැමරුවට ඉස්සර ඕකට කිව්වේ කැහි ගෑණි දීලා හොටු ගෑණි ගන්නවා කියලා.,offensive,දැන් ඔය රතිඤ්ඤා දාලා සැමරුවට ඉස්සර ඕකට කිව්වේ කැහි ගෑණි දීලා හොටු ගෑණි ගන්නවා කියලා.
ම්ක්ක අහෝසි කරේ නැත. එදිටෙඩ් version ඵකක් ඉල්ලනව. ඵ් කියන්නේ චන්දෙ නිසා කල් ඉල්ලුවා. හිතන්නේ චන්දෙ දිනල අත්සන් කරන්නයි. මරුනෙ පොහොට්ටුවේ ගොන් මොල ටික. මුන් හිතන්නේ 69 වගේ අනිත් අයත් අමු හරක් කියලා.,offensive,ම්ක්ක අහෝසි කරේ නැත. එදිටෙඩ් version ඵකක් ඉල්ලනව. ඵ් කියන්නේ චන්දෙ නිසා කල් ඉල්ලුවා. හිතන්නේ චන්දෙ දිනල අත්සන් කරන්නයි. මරුනෙ පොහොට්ටුවේ ගොන් මොල ටික. මුන් හිතන්නේ 69 වගේ අනිත් අයත් අමු හරක් කියලා.
"ගොන් පුතා හැකර කටින්... ""රාජපක්ෂ පවුලෙන් මේ රට බේර ගන්නයි මට උවමනා වූයේ ! මා එය අකුරටම ඉටු කලා"" උර්ල්",offensive,"ගොන් පුතා හැකර කටින්... ""රාජපක්ෂ පවුලෙන් මේ රට බේර ගන්නයි මට උවමනා වූයේ ! මා එය අකුරටම ඉටු කලා"" උර්ල්"
පෙනුම හද්ද නාකි උනත්,offensive,පෙනුම හද්ද නාකි උනත්
ගේල් උඹ මාව කෑවා ඕයි. ච්ව්ච්ඵන්ටස්ය්,offensive,ගේල් උඹ මාව කෑවා ඕයි. ච්ව්ච්ඵන්ටස්ය්
අමාවකී හොඳ හිතින් මැරුම් නොකා මේ නංගිගෙ නරියා දීපිය....යකෝ උදේ පාන්දරම වැට මායිම බෙදාගන්න බැරුව වගේ අඬනෝ....,offensive,අමාවකී හොඳ හිතින් මැරුම් නොකා මේ නංගිගෙ නරියා දීපිය....යකෝ උදේ පාන්දරම වැට මායිම බෙදාගන්න බැරුව වගේ අඬනෝ....
අඬන්න කඳුළු නෑ දැන් මගෙ අම්මා පල්ලා... උඹ කීවා හරී උඹ ගියාට පස්සේ තාම කකුල් දෙකෙන් ඇවිදින මම තමයි පාහර බල්ලා...,offensive,අඬන්න කඳුළු නෑ දැන් මගෙ අම්මා පල්ලා... උඹ කීවා හරී උඹ ගියාට පස්සේ තාම කකුල් දෙකෙන් ඇවිදින මම තමයි පාහර බල්ලා...
කොල්ලෝ කාර් ගන්නවනේ යකෝ මේම මේම ටොයෝට විත්ළ සෙල්ලක්කාරයෝ,offensive,කොල්ලෝ කාර් ගන්නවනේ යකෝ මේම මේම ටොයෝට විත්ළ සෙල්ලක්කාරයෝ
මියා කලීෆා ෆලෝ කරන ප්‍රසිද්ධ ම කෙනා ලංකාවේ කවි කවුෂිව මතක් වුනා.. මට්ටක්කුලියෙ පට්ට බඩුවක් ඒකි,offensive,මියා කලීෆා ෆලෝ කරන ප්‍රසිද්ධ ම කෙනා ලංකාවේ කවි කවුෂිව මතක් වුනා.. මට්ටක්කුලියෙ පට්ට බඩුවක් ඒකි
කටට ඩෙයි උම්බට මූ.,offensive,කටට ඩෙයි උම්බට මූ.
යකෝ දැන්ද මතක් කරන්නේ? අන්න ලෙලි ඇති දැන්,offensive,යකෝ දැන්ද මතක් කරන්නේ? අන්න ලෙලි ඇති දැන්
මෙච්චර සීරියස් විදියට තඩි පුකක් ගැන කතා කරන්න හැමෝටම බෑ යකෝ.,offensive,මෙච්චර සීරියස් විදියට තඩි පුකක් ගැන කතා කරන්න හැමෝටම බෑ යකෝ.
ශ්‍රීලංකා ලක මේක තමයි අල්ලාගේ ඉස්ලාම් අන්තවාදී කැලෑ නීතිය. මුන්ට කඩේ යන මෝඩ සිංහලයිනි අතගාල බලපල්ලා උබලගේ කොඳු ඇට තිබෙනවා කියලා. මුන් මේ වගේ සත්තු නිසා තමයි අපි මුන්ගේ ආගමට අකමැති..,offensive,ශ්‍රීලංකා ලක මේක තමයි අල්ලාගේ ඉස්ලාම් අන්තවාදී කැලෑ නීතිය. මුන්ට කඩේ යන මෝඩ සිංහලයිනි අතගාල බලපල්ලා උබලගේ කොඳු ඇට තිබෙනවා කියලා. මුන් මේ වගේ සත්තු නිසා තමයි අපි මුන්ගේ ආගමට අකමැති..
""" සිද්ධාර්ථ කියන්නේ ඉන්දියන් කාරයෙක් "" කියල කියපු එවුන් දැන් පස්ස උඩ තියාගෙන බුදුන් වදිනව කියාන්කො උර්ල්",offensive,""" සිද්ධාර්ථ කියන්නේ ඉන්දියන් කාරයෙක් "" කියල කියපු එවුන් දැන් පස්ස උඩ තියාගෙන බුදුන් වදිනව කියාන්කො උර්ල්"
ශ්‍රීලංකා ඉන්න පිස්සු කෙලින රජයේ නිලධාරින් හා #political පත්වීම් අරගෙන ලක අහිංසක මිනිසුන්ගේ බදු මුදල් වියදම් කරන #Embassy මිනිස්සු දැනගන්න ඕනේ උස ජනපති උනේ සොකිඅල්මෙදිඅ පාවිච්චි කරලා බව. එතකොට රටට විරුද්ද කොටියෝ ලෝකේ පුරාම ඉදලා මේ කොරන්නේ එකයි.,offensive,ශ්‍රීලංකා ඉන්න පිස්සු කෙලින රජයේ නිලධාරින් හා #political පත්වීම් අරගෙන ලක අහිංසක මිනිසුන්ගේ බදු මුදල් වියදම් කරන #Embassy මිනිස්සු දැනගන්න ඕනේ උස ජනපති උනේ සොකිඅල්මෙදිඅ පාවිච්චි කරලා බව. එතකොට රටට විරුද්ද කොටියෝ ලෝකේ පුරාම ඉදලා මේ කොරන්නේ එකයි.
තොපි වගේ උන් තමයි හා යහපාලනයට ඡන්දෙ දුන්නෙ. කියන දෙයක් තේරෙන්නේ නැහැ...,offensive,තොපි වගේ උන් තමයි හා යහපාලනයට ඡන්දෙ දුන්නෙ. කියන දෙයක් තේරෙන්නේ නැහැ...
පලයන් යන්න.... දැන් වැස්සේ නැද්ද?,offensive,පලයන් යන්න.... දැන් වැස්සේ නැද්ද?
යකෝ සංගක්කාර නෙලුවා අශ්වින්ට ඇප නැතිවෙන්න t20ෆයිනල්එකේ මේ ඕස්ට්‍රේලියාවේ උන්ට ගහන්න බෑනේ මූට යකෝ කලිං ට්‍රයි සීරීස්එකේ හාල් ගැරුවද මුං ලක,offensive,යකෝ සංගක්කාර නෙලුවා අශ්වින්ට ඇප නැතිවෙන්න t20ෆයිනල්එකේ මේ ඕස්ට්‍රේලියාවේ උන්ට ගහන්න බෑනේ මූට යකෝ කලිං ට්‍රයි සීරීස්එකේ හාල් ගැරුවද මුං ලක
හැපි බෝර්න් ඩේ තුස් ආදරෙයි පුක පැලෙන්න,offensive,හැපි බෝර්න් ඩේ තුස් ආදරෙයි පුක පැලෙන්න
ඒකි නම් කෝමත් ගල් යුගේ,offensive,ඒකි නම් කෝමත් ගල් යුගේ
"2- අනිත් එකාට කර ගන්න දෙන්නෙත් නෑ ,උන් කර ගන්නෙත් නෑ , ගොඩ එන්න ත්‍රයි කරන එකාට වල කප කප ඉන්නවා. - වචනින්නම් තවුසන් පොර ටෝක් දෙනවා, ඒත් වැඩ නෑ . - තව උන් ඉන්නවා තමන් හෙන පොර, ඩීසන්, පොශ් කියලා හිතාගෙන ඒ විදිහට බලෙන් හැසිරෙන්න හදන උන්, අනේ පව් ඉතිම් උබලා",offensive,"2- අනිත් එකාට කර ගන්න දෙන්නෙත් නෑ ,උන් කර ගන්නෙත් නෑ , ගොඩ එන්න ත්‍රයි කරන එකාට වල කප කප ඉන්නවා. - වචනින්නම් තවුසන් පොර ටෝක් දෙනවා, ඒත් වැඩ නෑ . - තව උන් ඉන්නවා තමන් හෙන පොර, ඩීසන්, පොශ් කියලා හිතාගෙන ඒ විදිහට බලෙන් හැසිරෙන්න හදන උන්, අනේ පව් ඉතිම් උබලා"
මේ වගේ පුකේ ඉඳන් පිස්සු ඇමතිල විතරමනේ මල්ලි යහපාලු ආණ්ඩුවේ ඉන්නේ Sri අව ට්ව Network · 2 නොව 2016 සිගරට් බිම ශරිරයර අහිතකර නිසා බදු ගැහුවා... බීඩි බිපල්ලා ශරිරයර අහිතකර නැ... දොස්තර රාජිත නොහොත් දතාගේ... උර්ල්,offensive,මේ වගේ පුකේ ඉඳන් පිස්සු ඇමතිල විතරමනේ මල්ලි යහපාලු ආණ්ඩුවේ ඉන්නේ Sri අව ට්ව Network · 2 නොව 2016 සිගරට් බිම ශරිරයර අහිතකර නිසා බදු ගැහුවා... බීඩි බිපල්ලා ශරිරයර අහිතකර නැ... දොස්තර රාජිත නොහොත් දතාගේ... උර්ල්
පිස්සු උට්ටෙක් බන්.. ආයෙ යන්නෑ දන්න එකෙක්ට යන්න දෙන්නෙත් නෑ... අයිස් පප්පෙක්,offensive,පිස්සු උට්ටෙක් බන්.. ආයෙ යන්නෑ දන්න එකෙක්ට යන්න දෙන්නෙත් නෑ... අයිස් පප්පෙක්
විහිලුවට කිව්වේ හරිද ඉතින.දන්නවනේ උඹ,offensive,විහිලුවට කිව්වේ හරිද ඉතින.දන්නවනේ උඹ
"හා, දැන් උඹලා කියන්නෙ මේ පාර ඡන්දෙන් නාකි, ඩ්‍රග් ඩීලර්ස් ලා, මැරයො, හොරු, මෝඩයො.... ආදී උන් පාර්ලිමේන්තු යන්නෑ කියලද? තඩි පොල්ලකින් ගහපන් චාමර මට... හයියෙන් ගහාන් හයියෙන්.",offensive,"හා, දැන් උඹලා කියන්නෙ මේ පාර ඡන්දෙන් නාකි, ඩ්‍රග් ඩීලර්ස් ලා, මැරයො, හොරු, මෝඩයො.... ආදී උන් පාර්ලිමේන්තු යන්නෑ කියලද? තඩි පොල්ලකින් ගහපන් චාමර මට... හයියෙන් ගහාන් හයියෙන්."
අපෝ මේ අර හෙන පොශ් වැලහින්න නේ... කන්න්න බොන්න දෙනවනම් අම්ම අප්ප උනත් විකුනන් කන එක අහන්නත් දෙයක්ද උර්ල්,offensive,අපෝ මේ අර හෙන පොශ් වැලහින්න නේ... කන්න්න බොන්න දෙනවනම් අම්ම අප්ප උනත් විකුනන් කන එක අහන්නත් දෙයක්ද උර්ල්
තොපේ මහා උන් සෙට් එක බයිසිකල් වලින් යනකොට උන්ගේ බොඩිගාඩ්ස්ලා පිස්සු බල්ලෝ වගේ බයිසිකල් පස්සේ දුවනකොට ඒ ගැන කථාකලේ නැත්තේ ඇයි? අනේ නිකම් තොගේ මහා හොරුන්ට පුක නොදී ඉදු. තොපි වගේ පොන්නයන් මේ රටටම කොඩිවිනයක්.,offensive,තොපේ මහා උන් සෙට් එක බයිසිකල් වලින් යනකොට උන්ගේ බොඩිගාඩ්ස්ලා පිස්සු බල්ලෝ වගේ බයිසිකල් පස්සේ දුවනකොට ඒ ගැන කථාකලේ නැත්තේ ඇයි? අනේ නිකම් තොගේ මහා හොරුන්ට පුක නොදී ඉදු. තොපි වගේ පොන්නයන් මේ රටටම කොඩිවිනයක්.
"අපේ රට හෙන මාරයි ඕයි.. හෙන සදාචාරේ. හැම හුත්තටම දෙපැත්තට බෙදිල ඇර ගන්න එක තමයි කරන්නෙ. කැම්පස් සීන් දේශපාලනේ උතුර දකුන.. ඒ උනට ""හෙන සදාචාරෙ""",offensive,"අපේ රට හෙන මාරයි ඕයි.. හෙන සදාචාරේ. හැම හුත්තටම දෙපැත්තට බෙදිල ඇර ගන්න එක තමයි කරන්නෙ. කැම්පස් සීන් දේශපාලනේ උතුර දකුන.. ඒ උනට ""හෙන සදාචාරෙ"""
‘අගමැතිගෙ **** උඹ වරෙන් මාව පාලනය කරන්න’.. වාසු කෝප වී කණ්නාඩියත් ගලවා විසි කර පාර්ලිමේන්තුව දෙවනත් කරයි.. උර්ල්,offensive,‘අගමැතිගෙ **** උඹ වරෙන් මාව පාලනය කරන්න’.. වාසු කෝප වී කණ්නාඩියත් ගලවා විසි කර පාර්ලිමේන්තුව දෙවනත් කරයි.. උර්ල්
රටට මෙලෝ දෙයක් නොකරපු ට බාප්ප කතා කරපු එකත් හෙන දෙයක්....,offensive,රටට මෙලෝ දෙයක් නොකරපු ට බාප්ප කතා කරපු එකත් හෙන දෙයක්....
හනේ අපොයි වෙච්චදේට මක් කොරන්නද ? අර හෙන බැට කාරය මොකෝ අත ගවේ ස්රිලන්කච්රිච්කෙට්,offensive,හනේ අපොයි වෙච්චදේට මක් කොරන්නද ? අර හෙන බැට කාරය මොකෝ අත ගවේ ස්රිලන්කච්රිච්කෙට්
දැන් හොද සෙල්ලමක් බලත හැකි මෝඩයොන්ගෙ... රෙද්ද තමයි walk ප්‍රය්ෆොර්ස්රිලංකා ප්රය්ෆොරෙදුකතිඔන්,offensive,දැන් හොද සෙල්ලමක් බලත හැකි මෝඩයොන්ගෙ... රෙද්ද තමයි walk ප්‍රය්ෆොර්ස්රිලංකා ප්රය්ෆොරෙදුකතිඔන්
පිස්සු නැත්නම් අපි හෙන හොද ලමයි ඒයි Miss Curly · 6 ජුන් 2021 twitter.com/Pushpe_/status…,offensive,පිස්සු නැත්නම් අපි හෙන හොද ලමයි ඒයි Miss Curly · 6 ජුන් 2021 twitter.com/Pushpe_/status…
නීතියේ ස්වාධිපත්‍ය කියන්නෙ පොලිසියට ඕන විදිහට වැඩ කරන එකට ද ? ගහෙන් වැටුන මිනිහට ගොනා අයින තියරිය අනුගමනය කරන... උර්ල්,offensive,නීතියේ ස්වාධිපත්‍ය කියන්නෙ පොලිසියට ඕන විදිහට වැඩ කරන එකට ද ? ගහෙන් වැටුන මිනිහට ගොනා අයින තියරිය අනුගමනය කරන... උර්ල්
උන්ම පොස්ට් හදාගෙන උන්ම ආතල් ගන්නවා. යකෝ මුළු ලෝකෙම දන්නවා ප්‍රභා ගිහින් හැන්ගිලත් අපේ උන්ගෙන් බේරෙන්න බැරි වුනා කියලා. මුන් සිගිති ආතල් ගන්නවා උගෙන් ශ්‍රීලංකා அனபஆனநத · 22 ඔච්ට් 2020 எத சயதல எதரயன கல நடஙகம அதவ ஓர இனததன அடயளம மதக,offensive,උන්ම පොස්ට් හදාගෙන උන්ම ආතල් ගන්නවා. යකෝ මුළු ලෝකෙම දන්නවා ප්‍රභා ගිහින් හැන්ගිලත් අපේ උන්ගෙන් බේරෙන්න බැරි වුනා කියලා. මුන් සිගිති ආතල් ගන්නවා උගෙන් ශ්‍රීලංකා அனபஆனநத · 22 ඔච්ට් 2020 எத சயதல எதரயன கல நடஙகம அதவ ஓர இனததன அடயளம மதக
"හන්දියේ කඩේ කොත්තු දාන්නෙ නුවර , මහියංගනේ පැත්තෙ ඩයල් එකක් ද කොහෙද කොත්තුවේ බීට් එක ටොක් ටොක් රන්දෙනි ගල රන්දෙනි ගල රන්දෙනි ගල",offensive,"හන්දියේ කඩේ කොත්තු දාන්නෙ නුවර , මහියංගනේ පැත්තෙ ඩයල් එකක් ද කොහෙද කොත්තුවේ බීට් එක ටොක් ටොක් රන්දෙනි ගල රන්දෙනි ගල රන්දෙනි ගල"
යකෝ මොන නම්ද මේ මට දාන්නේ ⒶⓈⓣⓡⓐ ツ · 15 ජුන් 2021 නලනජිත් නලලල උදාර ගොරෝ ගොරෝ නාලානැති අජිත් නලගන අජිත් නලේ මොහුට තව නම් තියනව නම් කියන් යන්න,offensive,යකෝ මොන නම්ද මේ මට දාන්නේ ⒶⓈⓣⓡⓐ ツ · 15 ජුන් 2021 නලනජිත් නලලල උදාර ගොරෝ ගොරෝ නාලානැති අජිත් නලගන අජිත් නලේ මොහුට තව නම් තියනව නම් කියන් යන්න
Some ගොං හැත්ත හිතන් ඉන්නෙ නමිල කැම්පේන් කරා කියලා.. අපි නමිලට බලෙන් කැම්පේන් කරා යකෝ. උගෙ යාලුවො ටික #නමිලසමඟනැමෙමු #AwuruduKumaraya17,offensive,Some ගොං හැත්ත හිතන් ඉන්නෙ නමිල කැම්පේන් කරා කියලා.. අපි නමිලට බලෙන් කැම්පේන් කරා යකෝ. උගෙ යාලුවො ටික #නමිලසමඟනැමෙමු #AwuruduKumaraya17
බන් බඩුත් අරන් ඇවිදින්නේ නෑ යකෝ ද,offensive,බන් බඩුත් අරන් ඇවිදින්නේ නෑ යකෝ ද
